# depth maps
# file: 'example of depth sequence'
# timestamp filename
0.00585412979126 depths/depth00002.png
0.00706601142883 depths/depth00003.png
00.0154299736023 depths/depth00004.png
00.0148220062256 depths/depth00005.png
00.0163168907166 depths/depth00006.png
00.0162618160248 depths/depth00007.png
00.0166661739349 depths/depth00008.png
00.0166158676147 depths/depth00009.png
00.0157341957092 depths/depth00010.png
00.0166420936584 depths/depth00011.png
00.0167319774628 depths/depth00012.png
00.0331408977509 depths/depth00013.png
0.00571608543396 depths/depth00014.png
00.0055148601532 depths/depth00015.png
00.0117149353027 depths/depth00016.png
00.0168790817261 depths/depth00017.png
00.0172278881073 depths/depth00018.png
00.0172748565674 depths/depth00019.png
00.0167100429535 depths/depth00020.png
00.0170929431915 depths/depth00021.png
00.0171060562134 depths/depth00022.png
00.0332679748535 depths/depth00023.png
0.00567507743835 depths/depth00024.png
0.00567483901978 depths/depth00025.png
00.0130760669708 depths/depth00026.png
00.0282700061798 depths/depth00027.png
0.00578808784485 depths/depth00028.png
00.0096800327301 depths/depth00029.png
00.0270979404449 depths/depth00030.png
0.00596189498901 depths/depth00031.png
0.00882601737976 depths/depth00032.png
00.0163018703461 depths/depth00033.png
00.0169639587402 depths/depth00034.png
00.0348851680756 depths/depth00035.png
0.00566220283508 depths/depth00036.png
00.0056619644165 depths/depth00037.png
00.0122270584106 depths/depth00038.png
00.0169389247894 depths/depth00039.png
00.0165998935699 depths/depth00040.png
00.0162239074707 depths/depth00041.png
00.0167911052704 depths/depth00042.png
00.0148649215698 depths/depth00043.png
00.0161850452423 depths/depth00044.png
00.0159311294556 depths/depth00045.png
00.0344841480255 depths/depth00046.png
0.00576496124268 depths/depth00047.png
0.00589990615845 depths/depth00048.png
0.00922107696533 depths/depth00049.png
00.0162439346313 depths/depth00050.png
00.0163547992706 depths/depth00051.png
00.0165729522705 depths/depth00052.png
00.0163822174072 depths/depth00053.png
00.0359969139099 depths/depth00054.png
0.00580310821533 depths/depth00055.png
0.00559616088867 depths/depth00056.png
0.00993800163269 depths/depth00057.png
00.0168700218201 depths/depth00058.png
00.0180821418762 depths/depth00059.png
00.0317158699036 depths/depth00060.png
0.00590991973877 depths/depth00061.png
0.00579190254211 depths/depth00062.png
00.0118780136108 depths/depth00063.png
00.0165169239044 depths/depth00064.png
00.0305800437927 depths/depth00065.png
0.00675010681152 depths/depth00066.png
0.00559210777283 depths/depth00067.png
0.00574898719788 depths/depth00068.png
00.0169050693512 depths/depth00069.png
00.0321590900421 depths/depth00070.png
0.00591611862183 depths/depth00071.png
0.00568699836731 depths/depth00072.png
00.0224537849426 depths/depth00073.png
0.00587487220764 depths/depth00074.png
00.0247340202332 depths/depth00075.png
0.00573396682739 depths/depth00076.png
00.0212788581848 depths/depth00077.png
00.0063419342041 depths/depth00078.png
00.0170049667358 depths/depth00079.png
00.0138299465179 depths/depth00080.png
00.0169041156769 depths/depth00081.png
00.0158741474152 depths/depth00082.png
00.0162031650543 depths/depth00083.png
00.0195620059967 depths/depth00084.png
00.0117340087891 depths/depth00085.png
00.0162980556488 depths/depth00086.png
00.0155878067017 depths/depth00087.png
00.0163929462433 depths/depth00088.png
00.0180530548096 depths/depth00089.png
00.0110330581665 depths/depth00090.png
00.0135638713837 depths/depth00091.png
00.0162169933319 depths/depth00092.png
00.0142328739166 depths/depth00093.png
000.016998052597 depths/depth00094.png
00.0169160366058 depths/depth00095.png
00.0175540447235 depths/depth00096.png
00.0175650119781 depths/depth00097.png
00.0178699493408 depths/depth00098.png
00.0179181098938 depths/depth00099.png
00.0178580284119 depths/depth00100.png
00.0176630020142 depths/depth00101.png
00.0178980827332 depths/depth00102.png
00.0176470279694 depths/depth00103.png
00.0177619457245 depths/depth00104.png
000.018326997757 depths/depth00105.png
000.017863035202 depths/depth00106.png
00.0182530879974 depths/depth00107.png
000.018177986145 depths/depth00108.png
0000.01842212677 depths/depth00109.png
00.0177161693573 depths/depth00110.png
000.017510175705 depths/depth00111.png
00.0358572006226 depths/depth00112.png
0.00577902793884 depths/depth00113.png
0.00548315048218 depths/depth00114.png
0000.01478099823 depths/depth00115.png
00.0177409648895 depths/depth00116.png
000.016988992691 depths/depth00117.png
00.0176200866699 depths/depth00118.png
00.0175738334656 depths/depth00119.png
00.0171799659729 depths/depth00120.png
00.0234999656677 depths/depth00121.png
00.0110559463501 depths/depth00122.png
00.0166938304901 depths/depth00123.png
00.0173289775848 depths/depth00124.png
00.0174329280853 depths/depth00125.png
00.0168628692627 depths/depth00126.png
00.0173490047455 depths/depth00127.png
00.0168769359589 depths/depth00128.png
00.0171418190002 depths/depth00129.png
00.0169770717621 depths/depth00130.png
00.0170640945435 depths/depth00131.png
00.0229170322418 depths/depth00132.png
00.0105950832367 depths/depth00133.png
00.0348329544067 depths/depth00134.png
0.00614881515503 depths/depth00135.png
0.00584292411804 depths/depth00136.png
0.00891399383545 depths/depth00137.png
00.0153198242188 depths/depth00138.png
00.0137639045715 depths/depth00139.png
00.0169479846954 depths/depth00140.png
00.0168540477753 depths/depth00141.png
000.012284040451 depths/depth00142.png
00.0146241188049 depths/depth00143.png
00.0133471488953 depths/depth00144.png
00.0172910690308 depths/depth00145.png
00.0148830413818 depths/depth00146.png
00.0100409984589 depths/depth00147.png
00.0118899345398 depths/depth00148.png
00.0150120258331 depths/depth00149.png
00.0152430534363 depths/depth00150.png
00.0311150550842 depths/depth00151.png
0.00596809387207 depths/depth00152.png
0.00563597679138 depths/depth00153.png
00.0119349956512 depths/depth00154.png
000.015499830246 depths/depth00155.png
00.0154061317444 depths/depth00156.png
00.0154798030853 depths/depth00157.png
00.0158867835999 depths/depth00158.png
00.0158519744873 depths/depth00159.png
00.0158851146698 depths/depth00160.png
00.0151970386505 depths/depth00161.png
00.0151100158691 depths/depth00162.png
00.0156531333923 depths/depth00163.png
00.0158710479736 depths/depth00164.png
00.0158360004425 depths/depth00165.png
00.0160050392151 depths/depth00166.png
00.0159878730774 depths/depth00167.png
